id,document,embed_text,control_family
V15.3.3,"**Security Rule:** The application must counter mass assignment by limiting the fields each controller action may bind, so a value cannot be inserted or updated when it was never meant to be part of that action.

**Vulnerability Pattern (Description):** Request payloads are bound directly onto a domain object, so an attacker can add an unexpected field such as a role or balance and have it persisted by an action that should never touch it.

**Secure Pattern (Description):** Each action binds only an explicit allowlist of fields, typically through a dedicated input model, so unexpected attributes in the request body are ignored.

[[CSHARP PATTERNS]]
Vulnerable:
```
public IActionResult Update(User user) { _db.Update(user); }
```
Secure:
```
public IActionResult Update(UpdateProfileDto dto) { /* name, email */ }
```

[[GENERIC PATTERNS]]
Vulnerable:
```
user.update(request.body)             # binds every field, role too
```
Secure:
```
user.update(pick(request.body, [""name"", ""email""]))
```

[[JAVA PATTERNS]]
Vulnerable:
```
@PostMapping(""/profile"") void save(@RequestBody User user) { ... }
```
Secure:
```
@PostMapping(""/profile"")
void save(@RequestBody ProfileForm form) { ... }  // form: name, email
```

[[JAVASCRIPT PATTERNS]]
Vulnerable:
```
await User.update(req.body, { where: { id } });
```
Secure:
```
const { name, email } = req.body;
await User.update({ name, email }, { where: { id } });
```

[[PYTHON PATTERNS]]
Vulnerable:
```
for k, v in request.json.items(): setattr(user, k, v)
```
Secure:
```
data = UserUpdate(**request.json)     # Pydantic model: name, email only
user.name, user.email = data.name, data.email
```","The application must counter mass assignment by limiting the fields each controller action may bind, so a value cannot be inserted or updated when it was never meant to be part of that action.
Request payloads are bound directly onto a domain object, so an attacker can add an unexpected field such as a role or balance and have it persisted by an action that should never touch it.
Each action binds only an explicit allowlist of fields, typically through a dedicated input model, so unexpected attributes in the request body are ignored.",Secure Coding and Architecture
V15.3.4,"**Security Rule:** Proxy and middleware components must convey the user's original IP address through trusted data fields the client cannot forge, and the application must use that value for logging and security decisions.

**Vulnerability Pattern (Description):** The application trusts a client-supplied forwarded-for header verbatim, so an attacker spoofs an arbitrary address and evades IP-based rate limiting, blocklists, and accurate logging.

**Secure Pattern (Description):** Only headers set by trusted proxies are honored, the number of trusted proxy hops is configured explicitly, and the resulting client address is treated as a hint rather than absolute identity.

[[CSHARP PATTERNS]]
Vulnerable:
```
var ip = Request.Headers[""X-Forwarded-For""].ToString();
```
Secure:
```
// ForwardedHeadersOptions with KnownProxies / KnownNetworks set
var ip = HttpContext.Connection.RemoteIpAddress;
```

[[GENERIC PATTERNS]]
Vulnerable:
```
client_ip = headers[""X-Forwarded-For""]   # fully attacker-controlled
```
Secure:
```
client_ip = trusted_proxy_resolve(headers, trusted_hops=1)
```

[[JAVA PATTERNS]]
Vulnerable:
```
String ip = request.getHeader(""X-Forwarded-For"");
```
Secure:
```
// server.forward-headers-strategy=native with a known proxy
String ip = request.getRemoteAddr();
```

[[JAVASCRIPT PATTERNS]]
Vulnerable:
```
const ip = req.headers[""x-forwarded-for""];
```
Secure:
```
app.set(""trust proxy"", 1);   // count of trusted proxies
const ip = req.ip;
```

[[PYTHON PATTERNS]]
Vulnerable:
```
ip = request.headers.get(""X-Forwarded-For"")  # spoofable
```
Secure:
```
# ProxyFix tells the app how many trusted proxies sit in front
app.wsgi_app = ProxyFix(app.wsgi_app, x_for=1)
ip = request.remote_addr
```","Proxy and middleware components must convey the user's original IP address through trusted data fields the client cannot forge, and the application must use that value for logging and security decisions.
The application trusts a client-supplied forwarded-for header verbatim, so an attacker spoofs an arbitrary address and evades IP-based rate limiting, blocklists, and accurate logging.
Only headers set by trusted proxies are honored, the number of trusted proxy hops is configured explicitly, and the resulting client address is treated as a hint rather than absolute identity.",Secure Coding and Architecture
V15.3.5,"**Security Rule:** The application must explicitly ensure variables hold the expected type and must use strict equality and comparison operators to avoid type juggling and type confusion vulnerabilities.

**Vulnerability Pattern (Description):** Loose comparisons coerce operands before comparing, so values of different types compare as equal and security checks such as token or password matching can be bypassed.

**Secure Pattern (Description):** Inputs are coerced or validated to a known type, and identity-aware strict comparison operators are used so values only match when both type and value agree.

[[CSHARP PATTERNS]]
Vulnerable:
```
if (input.Equals(expected)) grant();     // input may be null -> throws
```
Secure:
```
if (string.Equals(input, expected, StringComparison.Ordinal)) grant();
```

[[GENERIC PATTERNS]]
Vulnerable:
```
if (suppliedToken == storedToken) grantAccess()   # loose compare
```
Secure:
```
if (typeof suppliedToken === ""string""
    && constantTimeEquals(suppliedToken, storedToken)) grantAccess()
```

[[JAVA PATTERNS]]
Vulnerable:
```
if (suppliedKey == storedKey) grant();   // reference identity, not value
```
Secure:
```
if (storedKey != null && storedKey.equals(suppliedKey)) grant();
```

[[JAVASCRIPT PATTERNS]]
Vulnerable:
```
if (req.body.role == 0) denyAccess();   // ""0"" and """" also match
```
Secure:
```
if (req.body.role === 0) denyAccess();
```

[[PYTHON PATTERNS]]
Vulnerable:
```
if request.json[""is_admin""]:          # any truthy value passes
    grant_admin()
```
Secure:
```
if request.json.get(""is_admin"") is True:   # strict identity check
    grant_admin()
```","The application must explicitly ensure variables hold the expected type and must use strict equality and comparison operators to avoid type juggling and type confusion vulnerabilities.
Loose comparisons coerce operands before comparing, so values of different types compare as equal and security checks such as token or password matching can be bypassed.
Inputs are coerced or validated to a known type, and identity-aware strict comparison operators are used so values only match when both type and value agree.",Secure Coding and Architecture
V15.3.6,"**Security Rule:** JavaScript code must be written to prevent prototype pollution, for example by using Map or Set instead of plain object literals for key-value stores driven by untrusted keys.

**Vulnerability Pattern (Description):** Untrusted keys are assigned onto a plain object or merged recursively, so a key such as the prototype name reaches Object.prototype and poisons every object in the runtime.

**Secure Pattern (Description):** Untrusted key-value data is held in a Map, or the dangerous keys are rejected and objects are created without a prototype, so writes can never reach the shared prototype chain.

[[GENERIC PATTERNS]]
Vulnerable:
```
store[userKey] = userValue           # userKey may be __proto__
```
Secure:
```
store.set(userKey, userValue)        # Map keys never touch the prototype
```

[[JAVASCRIPT PATTERNS]]
Vulnerable:
```
const opts = {};
opts[req.query.key] = req.query.value;   // __proto__ pollutes globally
```
Secure:
```
const opts = new Map();
opts.set(req.query.key, req.query.value);
```","JavaScript code must be written to prevent prototype pollution, for example by using Map or Set instead of plain object literals for key-value stores driven by untrusted keys.
Untrusted keys are assigned onto a plain object or merged recursively, so a key such as the prototype name reaches Object.prototype and poisons every object in the runtime.
Untrusted key-value data is held in a Map, or the dangerous keys are rejected and objects are created without a prototype, so writes can never reach the shared prototype chain.",Secure Coding and Architecture
V15.3.7,"**Security Rule:** The application must defend against HTTP parameter pollution, especially when the framework does not distinguish whether a parameter came from the query string, body, cookies, or headers.

**Vulnerability Pattern (Description):** A parameter supplied more than once, or from more than one location, is silently collapsed or picked inconsistently, so an attacker smuggles a second value past a check that only inspected the first.

**Secure Pattern (Description):** Parameters are read from one explicit source, duplicate occurrences are rejected or normalized deterministically, and the value is validated to the expected scalar shape before use.

[[GENERIC PATTERNS]]
Vulnerable:
```
amount = params[""amount""]            # ambiguous if sent twice
```
Secure:
```
values = query_all(""amount"")
if len(values) != 1: reject()
amount = values[0]
```

[[JAVA PATTERNS]]
Vulnerable:
```
String id = request.getParameter(""id"");   // first match only, silent
```
Secure:
```
String[] ids = request.getParameterValues(""id"");
if (ids == null || ids.length != 1) { reject(); }
String id = ids[0];
```

[[JAVASCRIPT PATTERNS]]
Vulnerable:
```
const role = req.query.role;         // an array if sent twice
```
Secure:
```
const role = req.query.role;
if (typeof role !== ""string"") return res.status(400).end();
```

[[PYTHON PATTERNS]]
Vulnerable:
```
amount = request.values[""amount""]    # merges args, form, and more
```
Secure:
```
vals = request.args.getlist(""amount"")
if len(vals) != 1: abort(400)
amount = vals[0]
```","The application must defend against HTTP parameter pollution, especially when the framework does not distinguish whether a parameter came from the query string, body, cookies, or headers.
A parameter supplied more than once, or from more than one location, is silently collapsed or picked inconsistently, so an attacker smuggles a second value past a check that only inspected the first.
Parameters are read from one explicit source, duplicate occurrences are rejected or normalized deterministically, and the value is validated to the expected scalar shape before use.",Secure Coding and Architecture
V15.4.1,"**Security Rule:** Shared objects accessed by multiple threads — caches, files, in-memory state — must be accessed through thread-safe types or synchronization such as locks or semaphores to prevent race conditions and corruption.

**Vulnerability Pattern (Description):** Multiple threads read and mutate shared state without synchronization, so interleaved updates corrupt data, lose writes, or expose partially constructed values.

**Secure Pattern (Description):** Mutable shared state is guarded by a lock for the whole read-modify-write sequence, or replaced with a thread-safe or immutable type, so updates are atomic and consistent.

[[CSHARP PATTERNS]]
Vulnerable:
```
_count++;                            // racy across threads
```
Secure:
```
Interlocked.Increment(ref _count);
```

[[GENERIC PATTERNS]]
Vulnerable:
```
counter = counter + 1                # racy read-modify-write
```
Secure:
```
with lock:
    counter = counter + 1
```

[[JAVA PATTERNS]]
Vulnerable:
```
private int count;
void inc() { count++; }              // not thread-safe
```
Secure:
```
private final AtomicInteger count = new AtomicInteger();
void inc() { count.incrementAndGet(); }
```

[[JAVASCRIPT PATTERNS]]
Vulnerable:
```
counter[0] += 1;                     // shared SharedArrayBuffer, racy
```
Secure:
```
Atomics.add(counter, 0, 1);          // atomic increment
```

[[PYTHON PATTERNS]]
Vulnerable:
```
cache[key] = compute(key)            # two threads clobber each other
```
Secure:
```
with cache_lock:
    cache[key] = compute(key)
```","Shared objects accessed by multiple threads — caches, files, in-memory state — must be accessed through thread-safe types or synchronization such as locks or semaphores to prevent race conditions and corruption.
Multiple threads read and mutate shared state without synchronization, so interleaved updates corrupt data, lose writes, or expose partially constructed values.
Mutable shared state is guarded by a lock for the whole read-modify-write sequence, or replaced with a thread-safe or immutable type, so updates are atomic and consistent.",Secure Coding and Architecture
V15.4.2,"**Security Rule:** A check on a resource's state — existence, permissions — and the action that depends on it must be performed as a single atomic operation to prevent time-of-check to time-of-use race conditions.

**Vulnerability Pattern (Description):** The application checks a resource's state and then acts on it in a separate step, so an attacker changes the resource in the gap and the action proceeds on a different state than was validated.

**Secure Pattern (Description):** The check and the action are fused into one atomic call that fails if the precondition no longer holds, so there is no window for the resource to change between them.

[[CSHARP PATTERNS]]
Vulnerable:
```
if (!File.Exists(p)) File.WriteAllText(p, data);
```
Secure:
```
using var fs = new FileStream(p, FileMode.CreateNew);  // atomic
```

[[GENERIC PATTERNS]]
Vulnerable:
```
if exists(path): open(path)          # path may change in between
```
Secure:
```
open_exclusive(path)                 # one call: create-or-fail
```

[[JAVA PATTERNS]]
Vulnerable:
```
if (!file.exists()) file.createNewFile();
```
Secure:
```
Files.createFile(path);   // atomic; throws if it already exists
```

[[JAVASCRIPT PATTERNS]]
Vulnerable:
```
if (!fs.existsSync(p)) fs.writeFileSync(p, data);
```
Secure:
```
fs.writeFileSync(p, data, { flag: ""wx"" });   // exclusive create
```

[[PYTHON PATTERNS]]
Vulnerable:
```
if not os.path.exists(p):
    open(p, ""w"")                     # another process can win the race
```
Secure:
```
fd = os.open(p, os.O_CREAT | os.O_EXCL | os.O_WRONLY)  # atomic
```","A check on a resource's state — existence, permissions — and the action that depends on it must be performed as a single atomic operation to prevent time-of-check to time-of-use race conditions.
The application checks a resource's state and then acts on it in a separate step, so an attacker changes the resource in the gap and the action proceeds on a different state than was validated.
The check and the action are fused into one atomic call that fails if the precondition no longer holds, so there is no window for the resource to change between them.",Secure Coding and Architecture
V15.4.3,"**Security Rule:** Locks must be used consistently to avoid deadlock and livelock, and locking logic must stay inside the code that owns the resource so locks cannot be modified by external classes.

**Vulnerability Pattern (Description):** Locks are acquired in inconsistent orders or exposed for callers to manage, so threads deadlock waiting on each other or external code forgets to release a shared lock.

**Secure Pattern (Description):** Each resource owns and encapsulates its own lock, acquires multiple locks in a fixed global order, and always releases them in a finally block or scoped construct.

[[CSHARP PATTERNS]]
Vulnerable:
```
public readonly object SyncRoot = new();    # external code can lock it
```
Secure:
```
private readonly object _sync = new();
public void Use() { lock (_sync) { ... } }
```

[[GENERIC PATTERNS]]
Vulnerable:
```
resource.lock                        # caller manages the public lock
resource.use()
```
Secure:
```
resource.use()                       # the resource locks internally
```

[[JAVA PATTERNS]]
Vulnerable:
```
public final Object lock = new Object();   # exposed; callers synchronize
```
Secure:
```
private final Object lock = new Object();
void use() { synchronized (lock) { ... } }  # encapsulated
```

[[PYTHON PATTERNS]]
Vulnerable:
```
account.lock.acquire()               # public lock, release may be skipped
account.balance -= amount
```
Secure:
```
with account.transfer(amount):       # lock is private to the account
    pass
```","Locks must be used consistently to avoid deadlock and livelock, and locking logic must stay inside the code that owns the resource so locks cannot be modified by external classes.
Locks are acquired in inconsistent orders or exposed for callers to manage, so threads deadlock waiting on each other or external code forgets to release a shared lock.
Each resource owns and encapsulates its own lock, acquires multiple locks in a fixed global order, and always releases them in a finally block or scoped construct.",Secure Coding and Architecture
V15.4.4,"**Security Rule:** Resource allocation policies must prevent thread starvation by ensuring fair access to resources, for example through bounded thread pools that let lower-priority work proceed within a reasonable time.

**Vulnerability Pattern (Description):** Threads are created without bound or scheduled unfairly, so a flood of work exhausts capacity and lower-priority or later requests are starved indefinitely.

**Secure Pattern (Description):** Work runs on a bounded thread pool or executor with a fair queue and backpressure, so capacity is capped and every request gets a turn within a predictable window.

[[CSHARP PATTERNS]]
Vulnerable:
```
foreach (var t in tasks) new Thread(t).Start();
```
Secure:
```
var opts = new ParallelOptions { MaxDegreeOfParallelism = 16 };
Parallel.ForEach(tasks, opts, Run);
```

[[GENERIC PATTERNS]]
Vulnerable:
```
for task in tasks: spawn_thread(task)   # unbounded, starves the system
```
Secure:
```
pool = thread_pool(max_workers=16, fair=True)
for task in tasks: pool.submit(task)
```

[[JAVA PATTERNS]]
Vulnerable:
```
for (Runnable t : tasks) new Thread(t).start();
```
Secure:
```
ExecutorService pool = Executors.newFixedThreadPool(16);
tasks.forEach(pool::submit);
```

[[PYTHON PATTERNS]]
Vulnerable:
```
for t in tasks: threading.Thread(target=t).start()
```
Secure:
```
with ThreadPoolExecutor(max_workers=16) as pool:
    pool.map(run, tasks)
```","Resource allocation policies must prevent thread starvation by ensuring fair access to resources, for example through bounded thread pools that let lower-priority work proceed within a reasonable time.
Threads are created without bound or scheduled unfairly, so a flood of work exhausts capacity and lower-priority or later requests are starved indefinitely.
Work runs on a bounded thread pool or executor with a fair queue and backpressure, so capacity is capped and every request gets a turn within a predictable window.",Secure Coding and Architecture
V16.1.1,"**Security Rule:** Maintain a log inventory that documents, for each layer of the technology stack, which events are logged, the log format, where logs are stored, how they are used, who can access them, and the retention period.

**Vulnerability Pattern (Description):** Logging is configured ad hoc per service with no central record of what is captured, where it lives, or how long it is kept, so gaps, duplicate sinks, and unbounded retention go unnoticed.

**Secure Pattern (Description):** A maintained inventory describes the logging at every layer — events, formats, storage locations, usage, access controls, and retention — and is reviewed when the stack changes.

[[GENERIC PATTERNS]]
Vulnerable:
```
# logging set up per service, no inventory of events or retention
```
Secure:
```
# log-inventory.md records: layer, events, format, sink, access, retention
```","Maintain a log inventory that documents, for each layer of the technology stack, which events are logged, the log format, where logs are stored, how they are used, who can access them, and the retention period.
Logging is configured ad hoc per service with no central record of what is captured, where it lives, or how long it is kept, so gaps, duplicate sinks, and unbounded retention go unnoticed.
A maintained inventory describes the logging at every layer — events, formats, storage locations, usage, access controls, and retention — and is reviewed when the stack changes.",Security Logging and Error Handling
V16.2.1,"**Security Rule:** Every log entry must carry the metadata needed to reconstruct an incident timeline — when it happened, where, who the actor was, and what action was taken.

**Vulnerability Pattern (Description):** A log line records only a free-text message with no timestamp, actor, source, or action fields, so an investigator cannot tie the event to a user, request, or point in time.

**Secure Pattern (Description):** Each entry is structured with explicit fields for timestamp, actor or user id, source address or component, and the action or outcome, so events can be correlated and sequenced.

[[CSHARP PATTERNS]]
Vulnerable:
```
logger.LogInformation(""login failed"");
```
Secure:
```
logger.LogInformation(""login_failed user={UserId} ip={Ip}"", userId, srcIp);
```

[[GENERIC PATTERNS]]
Vulnerable:
```
log(""login failed"")
```
Secure:
```
log(event=""login_failed"", ts=now_utc(), user=user_id, ip=src_ip)
```

[[JAVA PATTERNS]]
Vulnerable:
```
log.info(""login failed"");
```
Secure:
```
log.info(""login_failed user={} ip={} at={}"", userId, srcIp, Instant.now());
```

[[JAVASCRIPT PATTERNS]]
Vulnerable:
```
logger.info(""login failed"");
```
Secure:
```
logger.info({ event: ""login_failed"", userId, srcIp, ts: new Date().toISOString() });
```

[[PYTHON PATTERNS]]
Vulnerable:
```
logger.info(""login failed"")
```
Secure:
```
logger.info(""login_failed"", extra={""user_id"": user_id, ""src_ip"": ip})
```","Every log entry must carry the metadata needed to reconstruct an incident timeline — when it happened, where, who the actor was, and what action was taken.
A log line records only a free-text message with no timestamp, actor, source, or action fields, so an investigator cannot tie the event to a user, request, or point in time.
Each entry is structured with explicit fields for timestamp, actor or user id, source address or component, and the action or outcome, so events can be correlated and sequenced.",Security Logging and Error Handling
V16.2.2,"**Security Rule:** Synchronize the clocks of all logging components and record timestamps in UTC, or with an explicit time-zone offset, so events across systems can be ordered reliably.

**Vulnerability Pattern (Description):** Timestamps are written in unsynchronized local server time with no offset, so daylight-saving shifts and clock drift make events from different hosts impossible to order correctly.

**Secure Pattern (Description):** Hosts sync their clocks via NTP and the application records timestamps in UTC or with an explicit offset, giving a consistent global ordering across distributed components.

[[CSHARP PATTERNS]]
Vulnerable:
```
var ts = DateTime.Now.ToString();
```
Secure:
```
var ts = DateTimeOffset.UtcNow.ToString(""o"");
```

[[GENERIC PATTERNS]]
Vulnerable:
```
ts = localTimeNow()              # ambiguous, drifts, no offset
```
Secure:
```
ts = utcTimeNow()                # ISO-8601 UTC, NTP-synced host
```

[[JAVA PATTERNS]]
Vulnerable:
```
String ts = LocalDateTime.now().toString();
```
Secure:
```
String ts = Instant.now().toString();   // UTC
```

[[JAVASCRIPT PATTERNS]]
Vulnerable:
```
const ts = new Date().toString();
```
Secure:
```
const ts = new Date().toISOString();   // UTC, Z-suffixed
```

[[PYTHON PATTERNS]]
Vulnerable:
```
ts = datetime.now().isoformat()
```
Secure:
```
ts = datetime.now(timezone.utc).isoformat()
```","Synchronize the clocks of all logging components and record timestamps in UTC, or with an explicit time-zone offset, so events across systems can be ordered reliably.
Timestamps are written in unsynchronized local server time with no offset, so daylight-saving shifts and clock drift make events from different hosts impossible to order correctly.
Hosts sync their clocks via NTP and the application records timestamps in UTC or with an explicit offset, giving a consistent global ordering across distributed components.",Security Logging and Error Handling
V16.2.3,"**Security Rule:** The application must only write or broadcast logs to the files and services recorded in the log inventory, with no undocumented sinks.

**Vulnerability Pattern (Description):** An ad hoc print, console write, or extra handler ships log data to a file or third-party endpoint that the inventory does not list, leaking events to an uncontrolled location.

**Secure Pattern (Description):** Logging is routed only through the configured handlers that target the documented sinks, and stray prints or unapproved appenders are removed.

[[CSHARP PATTERNS]]
Vulnerable:
```
Console.WriteLine($""audit: {event}"");
```
Secure:
```
_logger.LogInformation(""audit {Event}"", event);  // configured providers
```

[[GENERIC PATTERNS]]
Vulnerable:
```
print(event)                      # undocumented stdout sink
postTo(""https://3p-analytics"", event)
```
Secure:
```
logger.emit(event)                # routes only to inventoried sinks
```

[[JAVA PATTERNS]]
Vulnerable:
```
System.out.println(""audit: "" + event);
```
Secure:
```
auditLogger.info(event);         // appenders per logback config
```

[[JAVASCRIPT PATTERNS]]
Vulnerable:
```
console.log(event);
fetch(""https://3p-analytics"", { method: ""POST"", body: event });
```
Secure:
```
logger.info(event);              // winston transports per inventory
```

[[PYTHON PATTERNS]]
Vulnerable:
```
print(f""audit: {event}"")
```
Secure:
```
logging.getLogger(""audit"").info(event)   # configured handlers only
```","The application must only write or broadcast logs to the files and services recorded in the log inventory, with no undocumented sinks.
An ad hoc print, console write, or extra handler ships log data to a file or third-party endpoint that the inventory does not list, leaking events to an uncontrolled location.
Logging is routed only through the configured handlers that target the documented sinks, and stray prints or unapproved appenders are removed.",Security Logging and Error Handling
V16.2.4,"**Security Rule:** Logs must be emitted in a format the log processor can read and correlate, preferably a single common structured format across the application.

**Vulnerability Pattern (Description):** Each component writes logs in its own free-text shape, so the log processor cannot parse fields or correlate events and analysts fall back to manual grepping.

**Secure Pattern (Description):** Every component emits the same structured format, such as JSON lines with shared field names, so the processor can index, query, and correlate events automatically.

[[CSHARP PATTERNS]]
Vulnerable:
```
logger.LogInformation(""user "" + name + "" did "" + action);
```
Secure:
```
logger.LogInformation(""{Payload}"", JsonSerializer.Serialize(new { action, name }));
```

[[GENERIC PATTERNS]]
Vulnerable:
```
log(""user "" + name + "" did "" + action + "" ok"")
```
Secure:
```
log(json(event=action, user=name, outcome=""ok""))
```

[[JAVA PATTERNS]]
Vulnerable:
```
log.info(""user "" + name + "" did "" + action);
```
Secure:
```
log.info(mapper.writeValueAsString(Map.of(""event"", action, ""user"", name)));
```

[[JAVASCRIPT PATTERNS]]
Vulnerable:
```
logger.info(`user ${name} did ${action}`);
```
Secure:
```
logger.info(JSON.stringify({ event: action, user: name, outcome: ""ok"" }));
```

[[PYTHON PATTERNS]]
Vulnerable:
```
logger.info(""user %s did %s"", name, action)
```
Secure:
```
logger.info(json.dumps({""event"": action, ""user"": name, ""outcome"": ""ok""}))
```","Logs must be emitted in a format the log processor can read and correlate, preferably a single common structured format across the application.
Each component writes logs in its own free-text shape, so the log processor cannot parse fields or correlate events and analysts fall back to manual grepping.
Every component emits the same structured format, such as JSON lines with shared field names, so the processor can index, query, and correlate events automatically.",Security Logging and Error Handling
V16.2.5,"**Security Rule:** Logging of sensitive data must follow the data's protection level — some data, such as credentials or payment details, must never be logged, and other data, such as session tokens, may only appear hashed or masked.

**Vulnerability Pattern (Description):** Request bodies, headers, or objects are logged verbatim, so passwords, card numbers, and session tokens land in plaintext in log files that have a wider audience than the data warrants.

**Secure Pattern (Description):** Sensitive fields are dropped or masked before logging, and tokens are logged only as a hash or partial value, so log access does not become a path to credential exposure.

[[CSHARP PATTERNS]]
Vulnerable:
```
logger.LogInformation(""login {Body}"", requestBody);
```
Secure:
```
logger.LogInformation(""login user={User} token={Token}"", user, Mask(token));
```

[[GENERIC PATTERNS]]
Vulnerable:
```
log(""login"", body=requestBody)        # password in plaintext
```
Secure:
```
log(""login"", user=username)           # secret fields omitted
```

[[JAVA PATTERNS]]
Vulnerable:
```
log.info(""login payload {}"", payload);
```
Secure:
```
log.info(""login user={} token={}"", user, mask(token));
```

[[JAVASCRIPT PATTERNS]]
Vulnerable:
```
logger.info(""login"", req.body);
```
Secure:
```
logger.info(""login"", { user: req.body.user });   // password dropped
```

[[PYTHON PATTERNS]]
Vulnerable:
```
logger.info(""auth attempt %s"", request.json)
```
Secure:
```
logger.info(""auth attempt user=%s token=%s"", user, sha256(token)[:8])
```","Logging of sensitive data must follow the data's protection level — some data, such as credentials or payment details, must never be logged, and other data, such as session tokens, may only appear hashed or masked.
Request bodies, headers, or objects are logged verbatim, so passwords, card numbers, and session tokens land in plaintext in log files that have a wider audience than the data warrants.
Sensitive fields are dropped or masked before logging, and tokens are logged only as a hash or partial value, so log access does not become a path to credential exposure.",Security Logging and Error Handling
V16.3.1,"**Security Rule:** All authentication operations must be logged, both successful and failed, and should capture additional metadata such as the authentication type or factors used.

**Vulnerability Pattern (Description):** Only failures are logged, or only successes, so brute-force runs and account takeovers leave no usable trail and the factors involved are never recorded.

**Secure Pattern (Description):** Every authentication attempt emits a log entry with the outcome, the actor, the source, and the method or factors used, giving full visibility into login activity.

[[CSHARP PATTERNS]]
Vulnerable:
```
if (!ok) logger.LogWarning(""auth failed"");
```
Secure:
```
logger.LogInformation(""auth outcome={Ok} user={User} factor={Factor}"", ok, userId, ""totp"");
```

[[GENERIC PATTERNS]]
Vulnerable:
```
if !ok: log(""auth failed"")             # success path silent
```
Secure:
```
log(event=""auth"", outcome=ok, user=user_id, method=""totp"", ip=src_ip)
```

[[JAVA PATTERNS]]
Vulnerable:
```
if (!ok) log.warn(""auth failed"");
```
Secure:
```
log.info(""auth outcome={} user={} factor={}"", ok, userId, ""totp"");
```

[[JAVASCRIPT PATTERNS]]
Vulnerable:
```
if (!ok) logger.warn(""auth failed"");
```
Secure:
```
logger.info({ event: ""auth"", outcome: ok, userId, factor: ""webauthn"", srcIp });
```

[[PYTHON PATTERNS]]
Vulnerable:
```
if not verified:
    logger.warning(""auth failed"")
```
Secure:
```
logger.info(""auth"", extra={""outcome"": verified, ""user"": user_id, ""mfa"": ""totp""})
```","All authentication operations must be logged, both successful and failed, and should capture additional metadata such as the authentication type or factors used.
Only failures are logged, or only successes, so brute-force runs and account takeovers leave no usable trail and the factors involved are never recorded.
Every authentication attempt emits a log entry with the outcome, the actor, the source, and the method or factors used, giving full visibility into login activity.",Security Logging and Error Handling
V16.3.2,"**Security Rule:** Failed authorization attempts must be logged, and at L3 every authorization decision must be logged, including access to sensitive data, without logging the sensitive data itself.

**Vulnerability Pattern (Description):** Access-denied outcomes pass silently, so probing for unauthorized resources is invisible, and successful access to sensitive records leaves no audit entry.

**Secure Pattern (Description):** Each authorization check emits an entry with the actor, the resource, and the allow-or-deny decision, recording references to sensitive data rather than the data itself.

[[CSHARP PATTERNS]]
Vulnerable:
```
if (!allowed) return Forbid();
```
Secure:
```
logger.LogInformation(""authz decision={D} user={U} resource={R}"", allowed, userId, resId);
```

[[GENERIC PATTERNS]]
Vulnerable:
```
if !allowed: return 403                # denial not recorded
```
Secure:
```
log(event=""authz"", decision=allowed, user=user_id, resource=res_id)
```

[[JAVA PATTERNS]]
Vulnerable:
```
if (!allowed) throw new AccessDeniedException();
```
Secure:
```
log.info(""authz decision={} user={} resource={}"", allowed, userId, resId);
```

[[JAVASCRIPT PATTERNS]]
Vulnerable:
```
if (!allowed) return res.sendStatus(403);
```
Secure:
```
logger.info({ event: ""authz"", decision: allowed, userId, resourceId });
```

[[PYTHON PATTERNS]]
Vulnerable:
```
if not can_access(user, doc):
    abort(403)
```
Secure:
```
logger.info(""authz"", extra={""decision"": allowed, ""user"": user.id, ""res"": doc.id})
```","Failed authorization attempts must be logged, and at L3 every authorization decision must be logged, including access to sensitive data, without logging the sensitive data itself.
Access-denied outcomes pass silently, so probing for unauthorized resources is invisible, and successful access to sensitive records leaves no audit entry.
Each authorization check emits an entry with the actor, the resource, and the allow-or-deny decision, recording references to sensitive data rather than the data itself.",Security Logging and Error Handling
